utterance_id,language,intent,text
V000784,English,medicine_reminder,Remind me to take my medicine
V000785,English,medicine_reminder,Remind me to take my medicine
V000786,English,medicine_reminder,Remind me to take my medicine
V000787,English,medicine_reminder,Remind me to take my medicine
V000788,English,medicine_reminder,Remind me to take my medicine
V000789,English,medicine_reminder,Remind me to take my medicine
V000790,English,medicine_reminder,Remind me to take my medicine
V000791,English,medicine_reminder,Remind me to take my medicine
V000792,English,medicine_reminder,Remind me to take my medicine
V000793,English,medicine_reminder,Remind me to take my medicine
V000794,English,medicine_reminder,Remind me to take my medicine
V000795,English,medicine_reminder,Remind me to take my medicine
V000796,English,medicine_reminder,Remind me to take my medicine
V000797,English,medicine_reminder,Remind me to take my medicine
V000798,English,medicine_reminder,Remind me to take my medicine
V000799,English,medicine_reminder,Remind me to take my medicine
V000800,English,medicine_reminder,Remind me to take my medicine
V000801,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000802,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000803,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000804,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000805,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000806,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000807,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000808,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000809,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000810,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000811,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000812,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000813,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000814,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000815,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000816,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000817,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000818,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000819,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000820,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000821,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000822,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000823,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000824,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000825,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000826,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000827,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000828,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000829,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000830,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000831,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000832,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000833,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000834,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000835,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000836,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000837,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000838,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000839,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000840,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000841,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000842,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000843,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000844,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000845,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000846,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000847,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000848,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000849,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000850,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000851,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000852,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000853,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000854,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000855,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000856,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000857,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000858,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000859,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000860,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000861,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000862,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000863,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000864,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000865,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000866,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000867,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000868,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000869,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000870,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000871,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000872,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000873,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000874,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000875,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000876,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000877,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000878,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000879,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000880,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000881,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000882,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000883,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000884,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000885,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000886,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000887,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000888,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000889,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000890,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000891,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000892,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000893,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000894,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000895,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000896,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000897,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000898,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000899,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000900,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000901,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000902,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000903,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000904,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000905,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000906,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000907,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000908,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000909,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000910,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000911,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000912,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000913,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000914,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000915,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000916,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000917,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000918,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000919,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000920,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000921,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000922,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000923,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000924,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000925,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000926,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000927,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000928,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000929,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000930,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000931,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000932,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000933,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000934,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000935,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000936,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000937,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000938,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000939,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000940,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000941,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000942,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000943,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000944,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000945,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000946,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000947,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000948,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000949,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000950,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000951,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000952,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000953,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000954,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000955,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000956,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000957,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000958,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000959,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000960,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000961,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000962,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000963,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000964,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000965,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000966,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000967,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000968,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000969,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000970,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000971,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000972,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000973,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000974,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000975,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000976,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000977,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000978,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000979,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000980,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000981,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000982,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000983,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000984,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000985,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000986,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000987,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000988,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000989,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000990,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000991,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000992,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000993,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000994,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000995,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000996,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000997,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000998,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V000999,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V001000,Hindi,medicine_reminder,दवा लेने की याद दिलाओ
V001001,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001002,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001003,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001004,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001005,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001006,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001007,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001008,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001009,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001010,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001011,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001012,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001013,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001014,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001015,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001016,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001017,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001018,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001019,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001020,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001021,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001022,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001023,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001024,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001025,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001026,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001027,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001028,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001029,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001030,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001031,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001032,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001033,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001034,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001035,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001036,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001037,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001038,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001039,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001040,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001041,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001042,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001043,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001044,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001045,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001046,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001047,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001048,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001049,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001050,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001051,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001052,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001053,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001054,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001055,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001056,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001057,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001058,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001059,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001060,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001061,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001062,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001063,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001064,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001065,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001066,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001067,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001068,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001069,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001070,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001071,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001072,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001073,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001074,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001075,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001076,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001077,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001078,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001079,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001080,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001081,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001082,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001083,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001084,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001085,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001086,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001087,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001088,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001089,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001090,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001091,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001092,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001093,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001094,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001095,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001096,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001097,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001098,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001099,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001100,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001101,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001102,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001103,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001104,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001105,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001106,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001107,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001108,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001109,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001110,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001111,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001112,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001113,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001114,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001115,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001116,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001117,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001118,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001119,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001120,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001121,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001122,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001123,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001124,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001125,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001126,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001127,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001128,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001129,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001130,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001131,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001132,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001133,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001134,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001135,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001136,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001137,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001138,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001139,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001140,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001141,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
V001142,Assamese,medicine_reminder,ঔষধ খোৱাৰ কথা মনত পেলাই দিয়ক
